State,Action,QValue
HPState: 13; ManaState: 7; LevelState: 1,PickUpChest(Chest2),-0.1956419
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Skelleton1),-0.12
HPState: 13; ManaState: 7; LevelState: 1,PickUpChest(Chest4),-0.2208113
HPState: 13; ManaState: 7; LevelState: 1,DivineSmite(Skelleton2),-0.07750813
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Orc0),-0.1550325
HPState: 13; ManaState: 7; LevelState: 1,PickUpChest(Chest1),-0.1453006
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Skelleton3),-0.1264147
HPState: 13; ManaState: 7; LevelState: 1,LevelUp,-0.3001223
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Orc1),-0.1099438
HPState: 13; ManaState: 7; LevelState: 1,DivineSmite(Skelleton4),-0.1210791
HPState: 13; ManaState: 7; LevelState: 1,PickUpChest(Chest3),-0.1991618
HPState: 13; ManaState: 7; LevelState: 1,DivineSmite(Skelleton3),-0.1022366
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Skelleton4),-0.109968
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Orc2),-0.1552466
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Mighty Dragon),-0.12625
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Skelleton0),-0.1507197
HPState: 13; ManaState: 7; LevelState: 1,DivineSmite(Skelleton0),-0.05222965
HPState: 13; ManaState: 7; LevelState: 1,GetHealthPotion(HealthPotion0),-0.1133426
HPState: 13; ManaState: 7; LevelState: 1,DivineSmite(Skelleton1),-0.0315875
HPState: 13; ManaState: 7; LevelState: 1,SwordAttack(Skelleton2),-0.08000001
HPState: 13; ManaState: 7; LevelState: 2,SwordAttack(Orc1),-1.151622
HPState: 13; ManaState: 7; LevelState: 2,SwordAttack(Mighty Dragon),-1.20405
HPState: 13; ManaState: 7; LevelState: 2,PickUpChest(Chest3),-1.510583
HPState: 13; ManaState: 7; LevelState: 2,DivineSmite(Skelleton4),-0.17975
HPState: 13; ManaState: 7; LevelState: 2,PickUpChest(Chest2),-0.6770378
HPState: 13; ManaState: 7; LevelState: 2,SwordAttack(Skelleton3),-0.8009162
HPState: 13; ManaState: 7; LevelState: 2,Teleport,-1.182605
HPState: 13; ManaState: 7; LevelState: 2,PickUpChest(Chest0),-0.3914238
HPState: 13; ManaState: 7; LevelState: 2,PickUpChest(Chest1),-1.133294
HPState: 13; ManaState: 7; LevelState: 2,PickUpChest(Chest4),-1.242994
HPState: 13; ManaState: 7; LevelState: 2,ShieldOfFaith,-1.166355
HPState: 13; ManaState: 7; LevelState: 2,SwordAttack(Orc2),-0.5575846
HPState: 13; ManaState: 7; LevelState: 2,DivineSmite(Skelleton3),-0.8093451
HPState: 13; ManaState: 7; LevelState: 2,SwordAttack(Orc0),-0.5460153
HPState: 13; ManaState: 7; LevelState: 2,DivineSmite(Skelleton0),-0.08800484
HPState: 13; ManaState: 7; LevelState: 2,GetHealthPotion(HealthPotion0),-0.326197
HPState: 13; ManaState: 7; LevelState: 2,SwordAttack(Skelleton4),-0.199775
HPState: 13; ManaState: 7; LevelState: 2,LevelUp,-0.7274625
HPState: 13; ManaState: 7; LevelState: 2,SwordAttack(Skelleton1),-0.055
HPState: 13; ManaState: 7; LevelState: 2,DivineSmite(Skelleton1),-0.12
HPState: 13; ManaState: 7; LevelState: 2,SwordAttack(Skelleton0),-0.07000001
HPState: 13; ManaState: 7; LevelState: 2,DivineSmite(Skelleton2),-0.06500001
HPState: 2; ManaState: 0; LevelState: 3,GetHealthPotion(HealthPotion0),-0.5625001
HPState: 2; ManaState: 0; LevelState: 3,PickUpChest(Chest4),-3.450078
HPState: 2; ManaState: 0; LevelState: 3,SwordAttack(Skelleton4),0.07453363
HPState: 2; ManaState: 0; LevelState: 3,SwordAttack(Skelleton2),0.008179927
HPState: 2; ManaState: 0; LevelState: 3,PickUpChest(Chest2),0.5979166
HPState: 2; ManaState: 0; LevelState: 3,GetManaPotion(ManaPotion1),0.1205877
HPState: 2; ManaState: 0; LevelState: 3,SwordAttack(Skelleton3),-0.1955846
HPState: 2; ManaState: 0; LevelState: 3,PickUpChest(Chest3),8.532219
HPState: 2; ManaState: 0; LevelState: 3,PickUpChest(Chest1),-10.97676
HPState: 2; ManaState: 0; LevelState: 3,SwordAttack(Mighty Dragon),-5.285
HPState: 2; ManaState: 0; LevelState: 3,SwordAttack(Orc1),-0.0037958
HPState: 2; ManaState: 0; LevelState: 3,SwordAttack(Orc2),-0.0037958
HPState: 2; ManaState: 0; LevelState: 3,PickUpChest(Chest0),0.4117537
HPState: 2; ManaState: 0; LevelState: 3,GetManaPotion(ManaPotion0),-0.24
HPState: 13; ManaState: 0; LevelState: 3,SwordAttack(Skelleton3),-5.452
HPState: 13; ManaState: 0; LevelState: 3,PickUpChest(Chest1),-5.548981
HPState: 13; ManaState: 0; LevelState: 3,SwordAttack(Skelleton4),-0.27
HPState: 13; ManaState: 0; LevelState: 3,PickUpChest(Chest4),-1.727937
HPState: 13; ManaState: 0; LevelState: 3,GetManaPotion(ManaPotion1),-4.550711
HPState: 13; ManaState: 0; LevelState: 3,PickUpChest(Chest2),0
HPState: 13; ManaState: 0; LevelState: 3,SwordAttack(Orc2),0
HPState: 13; ManaState: 0; LevelState: 3,PickUpChest(Chest3),-5.345
HPState: 13; ManaState: 0; LevelState: 3,SwordAttack(Skelleton0),-0.006181073
HPState: 13; ManaState: 0; LevelState: 3,SwordAttack(Orc1),-0.4
HPState: 13; ManaState: 0; LevelState: 3,SwordAttack(Mighty Dragon),-9.613665
HPState: 13; ManaState: 0; LevelState: 3,PickUpChest(Chest0),-0.24
HPState: 13; ManaState: 0; LevelState: 3,GetManaPotion(ManaPotion0),-0.255
HPState: 13; ManaState: 0; LevelState: 3,SwordAttack(Skelleton1),0.07918028
HPState: 1; ManaState: 0; LevelState: 3,PickUpChest(Chest4),3.833781
HPState: 1; ManaState: 0; LevelState: 3,PickUpChest(Chest3),3.781279
HPState: 1; ManaState: 0; LevelState: 3,PickUpChest(Chest1),-1.463367
HPState: 1; ManaState: 0; LevelState: 3,PickUpChest(Chest0),-5.071
HPState: 1; ManaState: 0; LevelState: 3,GetManaPotion(ManaPotion0),-0.18
HPState: 1; ManaState: 0; LevelState: 3,PickUpChest(Chest2),-0.525
HPState: 1; ManaState: 0; LevelState: 3,SwordAttack(Mighty Dragon),-5.154222
HPState: 1; ManaState: 0; LevelState: 3,SwordAttack(Skelleton2),0.001337404
HPState: 1; ManaState: 0; LevelState: 3,GetManaPotion(ManaPotion1),-0.08426484
HPState: 1; ManaState: 0; LevelState: 3,SwordAttack(Orc1),-5.0947
HPState: 1; ManaState: 0; LevelState: 3,SwordAttack(Skelleton4),-0.007679271
HPState: 1; ManaState: 0; LevelState: 3,SwordAttack(Skelleton3),0.05904729
HPState: 1; ManaState: 0; LevelState: 3,SwordAttack(Orc0),-5.14
HPState: 1; ManaState: 0; LevelState: 3,GetHealthPotion(HealthPotion0),-0.07000001
HPState: 2; ManaState: 7; LevelState: 3,DivineSmite(Skelleton0),0
HPState: 2; ManaState: 7; LevelState: 3,SwordAttack(Orc2),0
HPState: 2; ManaState: 7; LevelState: 3,PickUpChest(Chest4),-5.285
HPState: 2; ManaState: 7; LevelState: 3,SwordAttack(Mighty Dragon),-9.894862
HPState: 2; ManaState: 7; LevelState: 3,PickUpChest(Chest1),-0.513
HPState: 2; ManaState: 7; LevelState: 3,PickUpChest(Chest3),-0.44
HPState: 2; ManaState: 7; LevelState: 3,Teleport,-0.4853125
HPState: 2; ManaState: 7; LevelState: 3,ShieldOfFaith,-0.9322487
HPState: 2; ManaState: 7; LevelState: 3,PickUpChest(Chest2),-0.600206
HPState: 2; ManaState: 7; LevelState: 3,PickUpChest(Chest0),-0.34
HPState: 2; ManaState: 7; LevelState: 3,GetHealthPotion(HealthPotion0),-0.6263934
HPState: 2; ManaState: 7; LevelState: 3,SwordAttack(Orc1),-0.164175
HPState: 2; ManaState: 7; LevelState: 3,SwordAttack(Orc0),-0.16
HPState: 2; ManaState: 7; LevelState: 3,SwordAttack(Skelleton3),-0.27
HPState: 1; ManaState: 7; LevelState: 3,PickUpChest(Chest3),-0.06500001
HPState: 1; ManaState: 7; LevelState: 3,PickUpChest(Chest2),-5.313
HPState: 1; ManaState: 7; LevelState: 3,SwordAttack(Orc1),-5.15
HPState: 1; ManaState: 7; LevelState: 3,SwordAttack(Orc0),0
HPState: 1; ManaState: 7; LevelState: 3,PickUpChest(Chest4),-0.44075
HPState: 1; ManaState: 7; LevelState: 3,PickUpChest(Chest1),-5.3
HPState: 1; ManaState: 7; LevelState: 3,SwordAttack(Skelleton2),-0.001543736
HPState: 1; ManaState: 7; LevelState: 3,Teleport,-0.09
HPState: 1; ManaState: 7; LevelState: 3,PickUpChest(Chest0),-0.24
HPState: 1; ManaState: 7; LevelState: 3,GetManaPotion(ManaPotion1),-0.1841968
HPState: 1; ManaState: 7; LevelState: 3,ShieldOfFaith,-0.27
HPState: 1; ManaState: 7; LevelState: 3,DivineSmite(Skelleton3),-5.07149
HPState: 1; ManaState: 7; LevelState: 3,SwordAttack(Mighty Dragon),-5.16174
HPState: 0; ManaState: 0; LevelState: 3,PickUpChest(Chest4),-0.44
HPState: 0; ManaState: 0; LevelState: 3,PickUpChest(Chest2),-5.46
HPState: 0; ManaState: 0; LevelState: 3,GetManaPotion(ManaPotion0),0
HPState: 13; ManaState: 7; LevelState: 3,PickUpChest(Chest3),-0.18
HPState: 13; ManaState: 7; LevelState: 3,PickUpChest(Chest0),-0.285
HPState: 13; ManaState: 7; LevelState: 3,ShieldOfFaith,-1.07075
HPState: 13; ManaState: 7; LevelState: 3,PickUpChest(Chest1),-0.7983934
HPState: 13; ManaState: 7; LevelState: 3,SwordAttack(Mighty Dragon),-5.44
HPState: 13; ManaState: 7; LevelState: 3,SwordAttack(Skelleton4),0
HPState: 13; ManaState: 7; LevelState: 3,PickUpChest(Chest4),-5.705
HPState: 13; ManaState: 7; LevelState: 3,Teleport,-0.7810001
HPState: 13; ManaState: 7; LevelState: 3,DivineSmite(Skelleton3),-0.27
HPState: 13; ManaState: 7; LevelState: 3,PickUpChest(Chest2),-0.38
HPState: 13; ManaState: 7; LevelState: 3,SwordAttack(Orc1),-0.4
HPState: 13; ManaState: 7; LevelState: 3,GetManaPotion(ManaPotion1),0.01348171
HPState: 0; ManaState: 7; LevelState: 3,ShieldOfFaith,-0.2086577
HPState: 0; ManaState: 7; LevelState: 3,PickUpChest(Chest4),-5.152
HPState: 0; ManaState: 7; LevelState: 3,SwordAttack(Skelleton0),-0.005619248
